"","CustomerID","ProdTaken","Age","TypeofContact","CityTier","DurationOfPitch","Occupation","Gender","NumberOfPersonVisiting","NumberOfFollowups","ProductPitched","PreferredPropertyStar","MaritalStatus","NumberOfTrips","Passport","PitchSatisfactionScore","OwnCar","NumberOfChildrenVisiting","Designation","MonthlyIncome"
"15",203192,1,27,"Company Invited",3,36,"Small Business","Male",4,6,"Deluxe",5,"Unmarried",2,0,3,0,1,"Manager",23647
"16",203810,0,40,"Company Invited",3,28,"Salaried","Female",3,6,"Deluxe",3,"Married",8,0,5,0,1,"Manager",24414
"17",200587,0,52,"Self Enquiry",1,17,"Salaried","Female",2,3,"Deluxe",3,"Divorced",1,0,2,1,1,"Manager",18149
"18",204127,0,52,"Self Enquiry",1,15,"Salaried","Male",3,5,"Standard",4,"Married",7,0,3,1,2,"Senior Manager",31168
"19",203031,0,53,"Self Enquiry",1,18,"Salaried","Female",3,4,"Deluxe",3,"Divorced",2,0,2,1,2,"Manager",21827
"20",201430,0,38,"Self Enquiry",1,16,"Small Business","Female",2,5,"Standard",3,"Married",4,0,1,1,1,"Senior Manager",28206
"21",201241,0,32,"Self Enquiry",3,25,"Salaried","Male",3,5,"Standard",3,"Married",4,0,3,1,2,"Senior Manager",24610
"22",204487,1,27,"Self Enquiry",3,15,"Large Business","Male",3,5,"Deluxe",5,"Unmarried",8,0,3,0,1,"Manager",24004
"23",200366,1,41,"Company Invited",3,10,"Small Business","Male",2,3,"Deluxe",4,"Unmarried",2,0,3,1,0,"Manager",24355
"24",200442,0,36,"Company Invited",3,16,"Small Business","Male",2,3,"Standard",3,"Unmarried",2,0,2,1,1,"Senior Manager",24980
"25",201555,0,56,"Self Enquiry",1,13,"Salaried","Male",2,5,"Standard",3,"Unmarried",5,0,1,0,0,"Senior Manager",22260
"26",204269,0,27,"Self Enquiry",3,7,"Salaried","Male",3,4,"Deluxe",3,"Married",3,0,5,0,2,"Manager",23974
"27",202358,0,35,"Company Invited",3,14,"Small Business","Female",3,4,"Standard",3,"Married",5,1,5,1,2,"Senior Manager",25377
"28",204352,0,36,"Self Enquiry",1,23,"Salaried","Male",4,4,"Standard",3,"Married",6,1,1,0,1,"Senior Manager",26310
"29",204877,1,39,"Company Invited",1,16,"Salaried","Male",4,4,"Deluxe",5,"Married",6,0,3,0,3,"Manager",25571
"30",200780,1,28,"Company Invited",1,30,"Large Business","Male",3,4,"Standard",5,"Unmarried",2,0,2,0,0,"Senior Manager",23722
"31",201731,0,38,"Company Invited",3,8,"Salaried","Male",2,4,"Deluxe",3,"Married",4,0,5,1,1,"Manager",20249
"32",204609,1,38,"Self Enquiry",3,7,"Salaried","Male",3,5,"Standard",3,"Married",7,0,1,1,2,"Senior Manager",29287
"33",202122,0,37,"Company Invited",3,25,"Small Business","Male",2,3,"Standard",4,"Unmarried",2,1,5,0,0,"Senior Manager",22642
"34",202464,0,25,"Company Invited",1,18,"Salaried","Female",4,3,"Deluxe",3,"Married",2,0,3,1,3,"Manager",22689
"35",200287,0,38,"Self Enquiry",1,29,"Salaried","Male",2,3,"Deluxe",3,"Married",1,0,3,0,0,"Manager",20745
"36",203511,0,48,"Self Enquiry",3,21,"Small Business","Female",4,4,"Deluxe",3,"Divorced",5,1,5,1,1,"Manager",23269
"37",202036,1,47,"Company Invited",3,33,"Salaried","Female",3,1,"Deluxe",3,"Unmarried",5,1,4,0,1,"Manager",21397
"38",202238,0,40,"Self Enquiry",3,32,"Small Business","Male",3,3,"Deluxe",5,"Married",2,0,1,1,2,"Manager",23396
"39",204176,0,33,"Self Enquiry",1,9,"Large Business","Male",3,5,"Deluxe",5,"Single",6,0,4,0,2,"Manager",20854
"40",203108,0,37,"Self Enquiry",1,21,"Salaried","Male",4,4,"Deluxe",3,"Divorced",2,1,5,1,3,"Manager",25264
"41",201306,0,31,"Company Invited",3,13,"Small Business","Female",3,3,"Standard",5,"Married",3,0,1,1,2,"Senior Manager",24637
"42",203085,0,33,"Company Invited",3,12,"Salaried","Male",3,4,"Deluxe",4,"Divorced",3,0,3,1,2,"Manager",25202
"43",203149,0,40,"Self Enquiry",3,9,"Salaried","Male",3,2,"Standard",3,"Unmarried",2,0,2,1,2,"Senior Manager",26558
"44",201324,0,29,"Self Enquiry",1,35,"Salaried","Male",3,5,"Deluxe",3,"Married",1,0,5,1,2,"Manager",21384
"45",203763,0,33,"Company Invited",3,17,"Small Business","Male",4,4,"Deluxe",3,"Unmarried",2,0,3,1,2,"Manager",23326
"46",204123,0,47,"Self Enquiry",1,7,"Small Business","Male",4,4,"Standard",5,"Married",2,0,1,0,3,"Senior Manager",28074
"47",201240,0,39,"Company Invited",1,6,"Salaried","Male",3,3,"Deluxe",3,"Married",2,1,5,1,2,"Manager",21472
"48",201497,0,42,"Self Enquiry",3,14,"Small Business","Male",2,3,"Deluxe",4,"Married",1,0,3,1,0,"Manager",21825
"49",202561,0,37,"Company Invited",3,18,"Large Business","Female",4,4,"Standard",3,"Divorced",2,0,5,0,1,"Senior Manager",28416
"50",201281,1,35,"Self Enquiry",3,33,"Salaried","Male",2,3,"Deluxe",3,"Single",2,1,5,0,0,"Manager",20813
"51",201243,0,45,"Self Enquiry",2,10,"Salaried","Female",2,5,"Standard",3,"Married",5,0,1,1,1,"Senior Manager",24756
"52",203987,0,33,"Self Enquiry",1,7,"Salaried","Male",4,4,"Deluxe",4,"Married",3,0,3,1,1,"Manager",24898
"53",202828,0,37,"Self Enquiry",3,9,"Small Business","Male",4,5,"Standard",3,"Divorced",3,0,2,1,1,"Senior Manager",26274
"54",204852,1,59,"Self Enquiry",1,9,"Large Business","Female",4,5,"Standard",3,"Married",2,0,5,0,1,"Senior Manager",21050
"55",200986,0,39,"Self Enquiry",3,27,"Salaried","Male",2,4,"Deluxe",3,"Divorced",4,1,1,0,1,"Manager",21120
"56",202977,0,41,"Company Invited",3,12,"Salaried","Male",3,5,"Standard",5,"Divorced",7,1,5,0,2,"Senior Manager",29153
"57",204593,0,32,"Company Invited",3,27,"Small Business","Female",3,4,"Deluxe",3,"Married",3,0,1,1,2,"Manager",25610
"58",203137,1,37,"Self Enquiry",3,10,"Salaried","Male",3,5,"Standard",3,"Divorced",3,1,2,1,1,"Senior Manager",29003
"59",203431,0,52,"Company Invited",3,9,"Small Business","Male",3,4,"Standard",4,"Divorced",4,0,4,0,1,"Senior Manager",29274
"60",202367,0,59,"Self Enquiry",3,9,"Salaried","Female",2,4,"Deluxe",3,"Single",6,0,3,0,0,"Manager",20171
"61",201844,0,28,"Self Enquiry",3,15,"Salaried","Male",3,3,"Deluxe",3,"Single",2,0,3,1,1,"Manager",20253
"62",202441,1,51,"Self Enquiry",3,16,"Salaried","Female",3,3,"Standard",4,"Married",6,0,1,1,2,"Senior Manager",28142
"63",201717,0,34,"Self Enquiry",1,8,"Salaried","Male",2,4,"Deluxe",5,"Married",7,0,4,0,1,"Manager",20957
"64",204196,0,30,"Company Invited",3,9,"Salaried","Male",3,4,"Deluxe",3,"Unmarried",3,0,1,0,2,"Manager",23232
"65",204098,0,54,"Self Enquiry",1,20,"Small Business","Female",3,2,"Deluxe",5,"Married",3,0,1,1,1,"Manager",23128
"66",203895,0,39,"Self Enquiry",3,17,"Salaried","Female",4,4,"Deluxe",3,"Married",3,0,4,0,3,"Manager",24021
"67",204124,1,33,"Self Enquiry",3,11,"Small Business","Male",3,6,"Standard",3,"Married",3,0,1,1,1,"Senior Manager",29078
"68",201387,0,29,"Self Enquiry",1,6,"Salaried","Male",2,3,"Deluxe",5,"Married",1,0,3,1,0,"Manager",20373
"69",202906,0,35,"Self Enquiry",3,28,"Salaried","Male",4,3,"Deluxe",3,"Unmarried",3,0,3,1,1,"Manager",24015
"70",202185,0,33,"Company Invited",1,6,"Salaried","Female",2,1,"Deluxe",4,"Married",2,1,3,1,0,"Manager",20488
"71",200420,0,29,"Self Enquiry",1,9,"Small Business","Male",3,4,"Standard",3,"Divorced",2,0,2,1,2,"Senior Manager",26935
"72",203941,0,43,"Self Enquiry",3,15,"Small Business","Male",3,4,"Deluxe",4,"Married",2,0,3,1,1,"Manager",25503
"73",202091,0,36,"Self Enquiry",3,6,"Salaried","Male",2,3,"Deluxe",3,"Married",2,1,3,1,1,"Manager",21201
"74",202818,0,29,"Self Enquiry",3,16,"Salaried","Male",4,4,"Deluxe",3,"Unmarried",3,0,3,1,1,"Manager",23931
"75",203428,0,29,"Self Enquiry",3,33,"Salaried","Male",3,5,"Deluxe",5,"Divorced",3,0,4,1,1,"Manager",23402
"76",201106,1,30,"Self Enquiry",3,6,"Salaried","Male",3,4,"Deluxe",5,"Married",2,0,4,1,1,"Manager",24714
"77",201680,1,32,"Self Enquiry",3,10,"Small Business","Male",2,5,"Standard",3,"Married",2,0,1,1,0,"Senior Manager",25400
"78",200988,0,41,"Company Invited",1,28,"Salaried","Female",3,3,"Deluxe",3,"Married",4,1,5,0,0,"Manager",20467
"79",204175,0,39,"Company Invited",3,9,"Salaried","Male",3,5,"Deluxe",3,"Married",5,0,5,1,2,"Manager",23927
"80",203647,0,54,"Self Enquiry",1,31,"Small Business","Male",3,2,"Standard",3,"Married",5,0,3,0,2,"Senior Manager",25683
"81",203642,0,34,"Company Invited",3,23,"Salaried","Female",3,4,"Deluxe",3,"Married",3,1,1,0,1,"Manager",24046
"82",203170,0,32,"Company Invited",1,7,"Salaried","Female",4,4,"Deluxe",5,"Divorced",3,0,5,1,3,"Manager",22826
"83",203526,0,24,"Self Enquiry",1,27,"Salaried","Male",4,4,"Deluxe",3,"Single",2,0,4,1,3,"Manager",20950
"84",203048,0,43,"Self Enquiry",1,36,"Salaried","Male",4,4,"Deluxe",4,"Divorced",3,0,3,1,2,"Manager",23112
"85",203139,1,38,"Self Enquiry",3,7,"Salaried","Male",3,5,"Standard",3,"Divorced",7,0,2,1,2,"Senior Manager",29287
"86",202282,0,43,"Company Invited",1,33,"Salaried","Female",2,3,"Standard",5,"Married",1,0,4,1,0,"Senior Manager",25820
"87",201074,0,33,"Self Enquiry",1,14,"Salaried","Male",3,3,"Deluxe",3,"Unmarried",3,1,3,0,2,"Manager",21388
"88",201174,0,25,"Company Invited",1,8,"Salaried","Male",3,1,"Deluxe",3,"Married",2,0,1,0,1,"Manager",20206
"89",201748,0,26,"Company Invited",1,6,"Salaried","Female",2,3,"Deluxe",4,"Married",2,0,5,1,1,"Manager",21397
"90",201808,0,30,"Self Enquiry",3,11,"Small Business","Female",1,4,"Deluxe",3,"Married",2,0,1,1,0,"Manager",21118
"91",204750,1,30,"Self Enquiry",3,30,"Salaried","Female",3,5,"Standard",5,"Married",3,0,3,1,2,"Senior Manager",26014
"92",202576,1,32,"Self Enquiry",3,27,"Salaried","Female",4,6,"Deluxe",3,"Divorced",5,1,3,1,1,"Manager",23237
"93",202980,0,61,"Self Enquiry",3,23,"Small Business","Male",3,4,"Deluxe",5,"Unmarried",2,0,4,1,1,"Manager",24083
"94",203750,0,32,"Company Invited",3,14,"Small Business","Female",4,4,"Standard",5,"Married",4,0,1,1,3,"Senior Manager",28315
"95",204474,0,35,"Self Enquiry",1,15,"Salaried","Female",3,4,"Deluxe",5,"Married",5,0,5,1,2,"Manager",23799
"96",201294,0,41,"Self Enquiry",1,11,"Salaried","Male",2,1,"Deluxe",4,"Unmarried",4,0,5,1,0,"Manager",21870
"97",202252,0,30,"Self Enquiry",1,26,"Salaried","Male",2,3,"Deluxe",5,"Married",1,0,4,0,1,"Manager",24957
"98",203211,0,38,"Self Enquiry",1,10,"Salaried","Female",3,4,"Deluxe",4,"Unmarried",5,0,4,1,1,"Manager",22785
"99",200919,0,59,"Self Enquiry",1,24,"Small Business","Male",3,3,"Standard",3,"Unmarried",7,0,3,1,1,"Senior Manager",25512
"100",203824,0,36,"Self Enquiry",3,25,"Small Business","Male",4,4,"Deluxe",5,"Married",2,0,3,0,1,"Manager",20822
"101",204780,0,41,"Company Invited",3,9,"Small Business","Male",4,4,"Deluxe",4,"Married",7,0,4,1,2,"Manager",23005
"102",201501,0,44,"Self Enquiry",1,16,"Salaried","Male",2,3,"Deluxe",3,"Married",3,1,3,0,1,"Manager",21465
"103",201690,0,36,"Self Enquiry",1,11,"Salaried","Male",3,3,"Deluxe",4,"Single",1,0,1,1,1,"Manager",20914
"104",200506,0,37,"Self Enquiry",1,9,"Salaried","Male",2,3,"Standard",3,"Divorced",2,0,2,1,0,"Senior Manager",24434
"105",200126,1,58,"Self Enquiry",1,29,"Small Business","Female",3,3,"Standard",3,"Divorced",2,0,3,1,0,"Senior Manager",25312
"106",201199,0,36,"Self Enquiry",1,32,"Salaried","Male",3,3,"Deluxe",3,"Married",7,0,3,1,0,"Manager",20347
"107",202798,0,31,"Company Invited",3,32,"Large Business","Female",3,4,"Deluxe",3,"Divorced",2,1,3,1,1,"Manager",23414
"108",202060,0,33,"Self Enquiry",1,13,"Small Business","Male",2,3,"Standard",3,"Married",1,0,4,1,0,"Senior Manager",26691
"109",201173,0,36,"Self Enquiry",1,11,"Salaried","Female",2,3,"Standard",5,"Married",5,0,4,1,1,"Senior Manager",23008
"110",200794,0,34,"Company Invited",1,9,"Salaried","Male",2,3,"Deluxe",3,"Unmarried",1,0,2,1,0,"Manager",22756
"111",202710,0,32,"Self Enquiry",1,30,"Small Business","Male",4,5,"Deluxe",3,"Divorced",2,0,3,1,2,"Manager",24260
"112",202523,0,47,"Self Enquiry",2,12,"Small Business","Male",4,4,"Deluxe",4,"Married",2,1,5,0,2,"Manager",23699
"113",202113,0,42,"Self Enquiry",1,9,"Salaried","Female",3,1,"Deluxe",3,"Married",3,1,5,1,0,"Manager",20231
"114",203013,0,37,"Company Invited",3,15,"Salaried","Male",4,5,"Standard",5,"Unmarried",3,0,2,0,3,"Senior Manager",26265
"115",203403,0,41,"Self Enquiry",1,9,"Salaried","Male",4,4,"Deluxe",3,"Unmarried",3,0,3,1,3,"Manager",23339
"116",202532,0,31,"Self Enquiry",1,9,"Salaried","Male",3,5,"Deluxe",3,"Divorced",3,0,4,1,1,"Manager",22830
"117",204219,0,37,"Company Invited",1,31,"Salaried","Female",3,4,"Deluxe",4,"Married",2,0,3,1,2,"Manager",24352
"118",202599,0,30,"Company Invited",1,7,"Large Business","Male",3,4,"Deluxe",3,"Divorced",3,0,3,0,2,"Manager",22997
"119",202915,0,39,"Self Enquiry",1,17,"Small Business","Female",4,4,"Deluxe",3,"Divorced",5,0,3,1,3,"Manager",28502
"120",200575,0,54,"Self Enquiry",1,25,"Small Business","Female",3,3,"Deluxe",5,"Married",1,1,3,0,0,"Manager",20485
"121",204421,0,30,"Self Enquiry",3,10,"Small Business","Female",4,4,"Deluxe",3,"Married",3,0,1,0,1,"Manager",24239
"122",203423,0,35,"Self Enquiry",1,36,"Small Business","Male",3,4,"Deluxe",3,"Divorced",6,0,3,0,1,"Manager",24107
"123",202177,0,47,"Company Invited",1,22,"Small Business","Male",3,1,"Deluxe",3,"Married",2,1,1,1,0,"Manager",20067
"124",204799,0,26,"Self Enquiry",3,17,"Salaried","Male",3,4,"Deluxe",3,"Unmarried",2,0,1,1,1,"Manager",23628
"125",203640,0,42,"Self Enquiry",3,30,"Salaried","Male",4,4,"Standard",3,"Unmarried",5,1,3,0,3,"Senior Manager",25760
"126",203788,0,38,"Self Enquiry",1,14,"Small Business","Male",4,4,"Deluxe",5,"Married",7,1,3,0,1,"Manager",22962
"127",203815,0,57,"Self Enquiry",3,18,"Small Business","Female",3,5,"Deluxe",5,"Married",6,0,5,0,2,"Manager",24058
"128",201941,0,38,"Self Enquiry",1,16,"Small Business","Female",3,3,"Deluxe",3,"Married",4,0,3,0,1,"Manager",24824
"129",201398,0,33,"Company Invited",1,13,"Salaried","Male",2,3,"Deluxe",3,"Married",2,0,5,1,1,"Manager",20968
"130",204451,0,28,"Company Invited",1,17,"Salaried","Male",3,4,"Standard",5,"Married",3,0,3,0,2,"Senior Manager",27471
"131",203172,0,55,"Self Enquiry",1,24,"Large Business","Female",3,4,"Standard",3,"Divorced",2,0,5,1,1,"Senior Manager",29417
"132",201054,0,49,"Self Enquiry",1,13,"Salaried","Male",2,3,"Standard",4,"Married",4,0,4,0,1,"Senior Manager",25466
"133",200650,0,43,"Company Invited",1,6,"Salaried","Female",2,3,"Deluxe",3,"Divorced",5,0,2,1,1,"Manager",20562
"134",201577,1,25,"Self Enquiry",3,11,"Small Business","Male",2,4,"Deluxe",3,"Single",2,1,3,0,1,"Manager",20744
"135",204288,0,29,"Self Enquiry",3,16,"Salaried","Male",4,4,"Deluxe",3,"Unmarried",3,0,3,1,2,"Manager",23931
"136",203261,0,37,"Company Invited",1,25,"Salaried","Male",4,4,"Deluxe",3,"Unmarried",4,0,3,1,1,"Manager",26457
"137",203098,0,40,"Self Enquiry",2,9,"Salaried","Female",3,5,"Deluxe",3,"Divorced",2,0,3,0,1,"Manager",23882
"138",201151,0,28,"Self Enquiry",1,33,"Small Business","Female",2,5,"Deluxe",5,"Married",1,0,4,1,0,"Manager",20208
"139",204431,0,26,"Self Enquiry",3,15,"Salaried","Male",3,2,"Deluxe",4,"Married",2,0,4,1,1,"Manager",23529
"140",204481,0,35,"Self Enquiry",3,9,"Salaried","Male",3,4,"Deluxe",3,"Unmarried",3,0,5,0,2,"Manager",24952
"141",203204,0,54,"Company Invited",3,9,"Small Business","Female",3,5,"Standard",4,"Divorced",4,0,2,0,2,"Senior Manager",26203
"142",204595,0,39,"Self Enquiry",1,7,"Large Business","Female",4,4,"Standard",5,"Married",3,0,4,1,2,"Senior Manager",32260
"143",200271,1,47,"Company Invited",1,35,"Salaried","Male",2,3,"Standard",4,"Divorced",2,1,3,1,0,"Senior Manager",26849
"144",201970,0,32,"Self Enquiry",1,15,"Salaried","Female",3,3,"Deluxe",3,"Married",2,1,5,1,2,"Manager",21322
"145",201626,0,51,"Self Enquiry",1,13,"Small Business","Male",2,4,"Deluxe",3,"Married",3,0,3,1,1,"Manager",21132
"146",202498,0,27,"Self Enquiry",3,30,"Small Business","Female",3,5,"Deluxe",3,"Divorced",2,1,2,1,1,"Manager",22835
"147",204478,0,46,"Self Enquiry",3,9,"Large Business","Male",3,6,"Deluxe",3,"Unmarried",2,0,5,1,2,"Manager",25310
"148",204424,0,55,"Self Enquiry",2,26,"Small Business","Male",3,4,"Standard",4,"Married",4,0,3,1,2,"Senior Manager",29403
"149",203065,0,37,"Self Enquiry",3,7,"Salaried","Male",3,4,"Deluxe",3,"Divorced",3,1,3,1,2,"Manager",24879
"150",204665,0,51,"Company Invited",3,7,"Salaried","Female",4,4,"Deluxe",3,"Married",2,0,1,0,2,"Manager",25025
"151",203068,0,54,"Self Enquiry",3,14,"Small Business","Female",4,5,"Standard",3,"Divorced",2,1,2,0,1,"Senior Manager",29612
"152",204653,0,28,"Self Enquiry",1,9,"Salaried","Female",3,4,"Deluxe",3,"Married",2,0,5,1,1,"Manager",22905
"153",200070,0,59,"Company Invited",3,6,"Salaried","Female",2,4,"Deluxe",3,"Single",1,0,5,1,1,"Manager",20473
"154",201829,0,36,"Company Invited",3,9,"Small Business","Male",2,4,"Standard",3,"Married",5,0,1,0,0,"Senior Manager",24699
"155",200110,0,51,"Company Invited",1,6,"Small Business","Female",1,4,"Standard",5,"Unmarried",4,0,2,1,0,"Senior Manager",22484
"156",200508,0,35,"Self Enquiry",1,12,"Salaried","Male",2,5,"Deluxe",3,"Unmarried",2,0,5,1,0,"Manager",21646
"157",203604,0,46,"Self Enquiry",1,9,"Salaried","Female",3,5,"Deluxe",3,"Married",3,0,4,1,2,"Manager",24448
"158",204809,0,32,"Self Enquiry",1,18,"Small Business","Male",4,4,"Deluxe",5,"Married",3,1,1,1,2,"Manager",25511
"159",201284,0,39,"Self Enquiry",1,16,"Small Business","Male",3,3,"Standard",3,"Unmarried",1,0,3,1,0,"Senior Manager",28464
"160",203497,0,58,"Self Enquiry",1,7,"Salaried","Male",4,2,"Deluxe",3,"Divorced",2,0,3,1,3,"Manager",23578
"161",201934,0,37,"Self Enquiry",1,6,"Large Business","Female",2,3,"Standard",3,"Unmarried",5,0,5,1,0,"Senior Manager",22491
"162",204088,0,46,"Self Enquiry",3,11,"Salaried","Female",2,4,"Deluxe",5,"Married",6,1,4,0,1,"Manager",23684
"163",203883,0,37,"Self Enquiry",3,10,"Small Business","Female",4,5,"Standard",3,"Married",2,0,3,1,1,"Senior Manager",26322
"164",203709,0,34,"Company Invited",1,11,"Large Business","Male",3,4,"Deluxe",4,"Married",7,0,1,0,1,"Manager",21733
"165",204017,0,35,"Self Enquiry",1,13,"Salaried","Female",3,4,"Deluxe",3,"Unmarried",3,0,3,0,1,"Manager",23487
"166",201183,0,36,"Self Enquiry",1,9,"Salaried","Male",3,1,"Deluxe",5,"Married",7,0,1,1,2,"Manager",21842
"167",202162,0,32,"Self Enquiry",1,9,"Small Business","Female",3,3,"Deluxe",5,"Married",2,0,1,1,0,"Manager",21725
"168",203618,0,26,"Company Invited",1,9,"Salaried","Male",4,2,"Deluxe",3,"Married",3,0,1,0,2,"Manager",23884
"169",201565,0,54,"Self Enquiry",1,8,"Large Business","Female",2,3,"Standard",3,"Married",1,0,4,0,0,"Senior Manager",28549
"170",201209,0,60,"Self Enquiry",1,6,"Small Business","Male",3,5,"Standard",3,"Married",4,0,5,0,0,"Senior Manager",25883
"171",201378,0,42,"Self Enquiry",3,18,"Small Business","Male",3,3,"Deluxe",3,"Married",4,1,1,0,0,"Manager",20087
"172",201359,0,34,"Self Enquiry",3,9,"Small Business","Female",3,4,"Deluxe",3,"Married",4,1,3,0,0,"Manager",23103
"173",202774,0,44,"Company Invited",1,17,"Salaried","Female",3,5,"Deluxe",3,"Married",3,0,3,0,1,"Manager",23935
"174",202217,0,38,"Self Enquiry",3,9,"Salaried","Male",2,3,"Deluxe",3,"Unmarried",1,1,3,1,0,"Manager",21861
"175",202395,1,42,"Company Invited",1,7,"Salaried","Female",3,1,"Standard",4,"Single",2,0,3,1,0,"Senior Manager",17372
"176",201724,0,29,"Self Enquiry",3,26,"Small Business","Male",2,3,"Deluxe",3,"Married",3,0,1,1,0,"Manager",21931
"177",200979,0,34,"Self Enquiry",1,35,"Small Business","Male",2,3,"Deluxe",3,"Divorced",5,0,3,0,0,"Manager",20429
"178",201800,0,43,"Company Invited",1,16,"Salaried","Female",2,4,"Deluxe",3,"Married",2,0,3,1,0,"Manager",20257
"179",201622,0,53,"Self Enquiry",3,12,"Small Business","Male",2,3,"Deluxe",3,"Married",3,1,5,0,1,"Manager",17306
"180",200153,0,45,"Self Enquiry",1,15,"Salaried","Male",2,3,"Deluxe",4,"Married",1,0,4,1,0,"Manager",17348
"181",200983,0,34,"Self Enquiry",1,8,"Large Business","Female",3,3,"Deluxe",3,"Unmarried",2,0,5,1,1,"Manager",21687
"182",204244,0,44,"Company Invited",1,17,"Salaried","Female",3,5,"Deluxe",3,"Married",3,0,3,1,1,"Manager",23935
"183",202588,0,33,"Company Invited",3,16,"Small Business","Male",3,6,"Deluxe",3,"Married",2,0,2,0,2,"Manager",23346
"184",200958,0,34,"Self Enquiry",1,15,"Salaried","Male",2,3,"Standard",3,"Married",1,0,5,1,1,"Senior Manager",23500
"185",200001,0,49,"Company Invited",1,14,"Salaried","Male",3,4,"Deluxe",4,"Divorced",2,0,3,1,2,"Manager",20130
"186",204511,0,43,"Self Enquiry",1,7,"Salaried","Female",3,5,"Deluxe",3,"Married",2,1,3,0,1,"Manager",24740
"187",200729,0,35,"Self Enquiry",1,31,"Small Business","Female",2,3,"Standard",3,"Married",2,1,3,1,1,"Senior Manager",25388
"188",202962,0,39,"Self Enquiry",3,14,"Small Business","Female",3,5,"Deluxe",3,"Unmarried",2,0,2,1,2,"Manager",22706
"189",202799,0,27,"Self Enquiry",3,7,"Salaried","Male",3,4,"Deluxe",3,"Divorced",3,0,5,1,1,"Manager",23974
"190",201446,0,34,"Self Enquiry",3,34,"Small Business","Female",3,4,"Deluxe",3,"Married",2,0,5,1,0,"Manager",21712
"191",201239,0,31,"Company Invited",1,30,"Large Business","Female",1,3,"Deluxe",3,"Single",3,0,1,1,0,"Manager",20238
"192",202597,0,46,"Self Enquiry",1,16,"Salaried","Male",3,4,"Deluxe",4,"Married",2,0,4,1,1,"Manager",21026
"193",201715,0,31,"Company Invited",1,9,"Small Business","Male",3,3,"Standard",3,"Married",1,0,4,1,0,"Senior Manager",28675
"194",200434,0,31,"Self Enquiry",1,15,"Salaried","Male",2,3,"Standard",4,"Married",2,0,3,1,1,"Senior Manager",25648
"195",204715,1,51,"Company Invited",3,7,"Salaried","Male",3,4,"Deluxe",3,"Unmarried",5,1,1,1,2,"Manager",23406
"196",202496,0,45,"Self Enquiry",3,7,"Small Business","Female",4,4,"Deluxe",5,"Married",7,1,2,0,1,"Manager",24132
"197",202555,1,35,"Company Invited",1,14,"Salaried","Male",4,6,"Deluxe",3,"Unmarried",3,1,5,1,2,"Manager",24752
"198",201370,0,47,"Company Invited",1,20,"Large Business","Male",3,3,"Deluxe",4,"Married",1,0,3,0,2,"Manager",20467
"199",203118,0,59,"Self Enquiry",1,12,"Large Business","Female",3,5,"Standard",4,"Married",4,1,5,1,2,"Senior Manager",29230
"200",201362,0,45,"Company Invited",1,6,"Small Business","Male",2,3,"Deluxe",3,"Single",5,0,1,1,1,"Manager",20399
"201",202124,0,39,"Self Enquiry",2,8,"Salaried","Female",2,4,"Deluxe",3,"Married",1,0,3,1,0,"Manager",20204
"202",204263,0,30,"Company Invited",3,9,"Salaried","Male",4,4,"Deluxe",3,"Married",3,0,1,1,2,"Manager",23327
